"","Country","year_id","Region","sum_increment","DALY.ave","ICER"
"48","Armenia",2030,"Central Asia, Middle East and North Africa",7107656.40020287,35386.4210514081,200.858300698935
"49","Azerbaijan",2023,"Central Asia, Middle East and North Africa",2746935.34024125,0,Inf
"50","Azerbaijan",2024,"Central Asia, Middle East and North Africa",5645339.5330693,59244.1328742028,95.2894279853237
"51","Azerbaijan",2025,"Central Asia, Middle East and North Africa",8660520.32835512,76856.122377084,112.684846183931
"52","Azerbaijan",2026,"Central Asia, Middle East and North Africa",11793619.3571907,94369.851718943,124.972320527906
"53","Azerbaijan",2027,"Central Asia, Middle East and North Africa",15028039.5027583,111965.280559456,134.220531826186
"54","Azerbaijan",2028,"Central Asia, Middle East and North Africa",18360469.6526797,129711.844670307,141.548134631398
"55","Azerbaijan",2029,"Central Asia, Middle East and North Africa",21789826.8856119,147662.234371365,147.565333670973
"56","Azerbaijan",2030,"Central Asia, Middle East and North Africa",25315626.1173068,165861.298530921,152.631303031716
"57","Bangladesh",2023,"South Asia",187501055.101468,0,Inf
"58","Bangladesh",2024,"South Asia",388078967.362297,578483.581206501,670.855630081858
"59","Bangladesh",2025,"South Asia",601380912.203568,838330.970083547,717.354998997157
"60","Bangladesh",2026,"South Asia",829078810.658365,1100299.10656734,753.503120842193
"61","Bangladesh",2027,"South Asia",1071155606.56942,1366195.4107151,784.042749791376
"62","Bangladesh",2028,"South Asia",1328211263.36691,1637057.1608222,811.340798081735
"63","Bangladesh",2029,"South Asia",1600907059.25829,1913773.20991489,836.518690388339
"64","Bangladesh",2030,"South Asia",1890001798.62302,2197111.30290076,860.221235095247
"65","Belarus",2023,"Central and Eastern Europe",2025.81918967889,0,Inf
"66","Belarus",2024,"Central and Eastern Europe",4092.65181891279,13522.8172463091,0.302647868736807
"67","Belarus",2025,"Central and Eastern Europe",6204.76762720865,15365.4252583178,0.403813595972541
"68","Belarus",2026,"Central and Eastern Europe",8363.04133154718,17000.2479992918,0.491936431274155
"69","Belarus",2027,"Central and Eastern Europe",10585.9441499851,18499.1865492482,0.572238358795039
"70","Belarus",2028,"Central and Eastern Europe",12873.6550684145,19883.6214224102,0.647450220205112
"71","Belarus",2029,"Central and Eastern Europe",15206.6548518498,21156.9539719262,0.718754451705472
"72","Belarus",2030,"Central and Eastern Europe",17563.352090516,22152.2836584295,0.79284611741746
"73","Belize",2023,"Latin America and Caribbean",166258.445152447,0,Inf
"74","Belize",2024,"Latin America and Caribbean",354156.817138439,2024.6384642461,174.923485546993
"75","Belize",2025,"Latin America and Caribbean",557695.183765236,2339.39022645677,238.393397329833
"76","Belize",2026,"Latin America and Caribbean",778524.678559137,2643.93559332586,294.456748690998
"77","Belize",2027,"Latin America and Caribbean",1016978.32467047,2944.91253180884,345.333966182628
